total_index,repo_id,repo_name,owner_id,owner_type,full_name,create_date,update_date,topics,language,contributors,contributor_counts,stargazer_counts,forker_counts,keyword,readme_url,read_length,is_it_forked_repo,open_issues,original_repo
9967,150628611,programming_real_self_driving_car,43597652,organization,overtakers/programming_real_self_driving_car,2018-09-27 18:08,2020-05-30 2:59,self-driving-car#ros,CMake,"['1911418', '33223892', '4241798']",3,1,3,self-driving,https://github.com/overtakers/programming_real_self_driving_car,6600.0,False,0,
10001,150945674,NeuroEvolutionary-Self-Driving-Car,32962262,organization,Cyber-Labs/NeuroEvolutionary-Self-Driving-Car,2018-09-30 8:03,2020-08-25 6:19,,Processing,"['34769156', '17967678']",2,3,1,self-driving,https://github.com/Cyber-Labs/NeuroEvolutionary-Self-Driving-Car,37.0,False,1,
10091,151980439,AutonomousCar_NavigationStack,43937514,organization,AutonomousX/AutonomousCar_NavigationStack,2018-10-07 20:03,2020-11-03 10:09,ros#self-driving-car#navigation#slam#robotics,C++,"['34932185', '7344283']",2,4,4,autonomous-car,https://github.com/AutonomousX/AutonomousCar_NavigationStack,3712.0,False,0,
10123,152085719,carma-cloud,43184500,organization,usdot-fhwa-stol/carma-cloud,2018-10-08 13:35,2021-03-25 18:53,,Java,"['14073657', '19389002', '57960283', '42840583']",4,14,8,automated-driving,https://github.com/usdot-fhwa-stol/carma-cloud,5729.0,False,0,
10170,152789358,ar-tu-do,44089075,organization,Autonomous-Racing-PG/ar-tu-do,2018-10-12 18:01,2021-03-22 15:19,ros#gazebo#autonomous-vehicles#autonomous-driving#reinforcement-learning#f110,C++,"['6078535', '12883103', '13885759', '44411987', '2358028', '15720618', '44292150', '44291656', '44316786', '32548562', '9110310']",11,46,30,self-driving,https://github.com/Autonomous-Racing-PG/ar-tu-do,9418.0,False,11,
10196,152914622,aadc2018,39536330,organization,LITdrive/aadc2018,2018-10-13 21:08,2021-01-29 9:32,aadc#aadc-2018#adtf#autonomous-driving,C++,"['10400532', '44137182', '26816215', '11758910', '16056668', '42269312', '33984939', '3511813', '38716240']",9,4,0,autonomous-driving,https://github.com/LITdrive/aadc2018,7280.0,False,0,
10217,153103930,Self_Driving_Car,14247612,organization,green-fox-academy/Self_Driving_Car,2018-10-15 11:49,2018-10-20 22:20,,C,"['39131754', '40243244', '40436715']",3,0,0,self-driving,https://github.com/green-fox-academy/Self_Driving_Car,,False,5,
10261,153634827,selfie_carolocup2019,44262465,organization,KNR-Selfie/selfie_carolocup2019,2018-10-18 14:11,2019-09-13 13:35,,C++,"['2529619', '28540485', '32846285', '26739110', '37085820', '30436081']",6,2,1,autonomous-car,https://github.com/KNR-Selfie/selfie_carolocup2019,1198.0,False,18,
10266,153690058,SAVI,1703755,organization,NMAI-lab/SAVI,2018-10-18 21:31,2019-07-23 19:42,,Java,"['18585582', '45105691', '12465433', '766540', '10552190', '2584584', '14048255']",7,3,1,autonomous-vehicle,https://github.com/NMAI-lab/SAVI,270.0,False,4,
10287,153868970,soDLA,58341902,organization,soDLA-publishment/soDLA,2018-10-20 4:18,2021-03-17 8:52,,Scala,"['28216801', '44561112', '49566364', '26807648', '562544']",5,138,27,self-driving,https://github.com/soDLA-publishment/soDLA,2056.0,False,4,
10305,154040343,autonomous_car_RRT,14948412,organization,purdue-arc/autonomous_car_RRT,2018-10-21 18:38,2019-03-24 20:05,,MATLAB,"['15149822', '14031386', '35391741']",3,0,0,autonomous-car,https://github.com/purdue-arc/autonomous_car_RRT,141.0,False,0,
10309,154219652,carma-platform,43184500,organization,usdot-fhwa-stol/carma-platform,2018-10-22 21:27,2021-03-25 17:40,ros#cpp#cooperative-driving-automation#automated-vehicles#autonomous-driving#autonomous-vehicles#self-driving#open-source,C++,"['10292079', '3723561', '26841526', '9048857', '27976519', '42840583', '29981535', '20613282', '57960283', '49001908', '66792727', '55258852', '32398753', '17771329', '62157949', '51463994', '8008530', '35111859', '3028188', '66787802', '34752540', '12756156', '55887989', '48106342', '52839028', '42590105', '25051699', '18197505', '16179409', '30732138']",30,243,63,self-driving,https://github.com/usdot-fhwa-stol/carma-platform,14588.0,False,146,
10368,154895225,PedestrianAvoidancePOMDP.jl,6294054,organization,sisl/PedestrianAvoidancePOMDP.jl,2018-10-26 21:14,2021-03-16 17:47,,Jupyter Notebook,"['74655691', '11876271', '15896286']",3,22,10,autonomous-driving,https://github.com/sisl/PedestrianAvoidancePOMDP.jl,4714.0,False,4,
10376,155010463,perception,43506236,organization,berkeleyauv/perception,2018-10-27 21:21,2021-01-30 20:18,,Jupyter Notebook,"['12438494', '9757649', '55011273', '5553342', '10717018', '45677734', '43676801', '7938012', '55672709', '12477655']",10,3,1,autonomous-vehicle,https://github.com/berkeleyauv/perception,2537.0,False,15,
10377,154970850,Autonomous-Vehicle-RL.github.io,44386120,organization,Autonomous-Vehicle-RL/Autonomous-Vehicle-RL.github.io,2018-10-27 14:01,2018-11-03 17:22,,CSS,"['16670101', '7326852']",2,0,0,autonomous-vehicle,https://github.com/Autonomous-Vehicle-RL/Autonomous-Vehicle-RL.github.io,33.0,False,0,
10501,156277339,erdos,44586405,organization,erdos-project/erdos,2018-11-05 20:19,2021-03-24 5:28,,Rust,"['433340', '14067561', '4013287', '16765304', '8991398', '29058847']",6,68,17,self-driving,https://github.com/erdos-project/erdos,5490.0,False,14,
10515,156425699,AISProject,52611100,organization,mny-ais/AISProject,2018-11-06 18:01,2020-03-25 15:11,,Python,"['28390163', '23104410', '29801012']",3,4,1,self-driving,https://github.com/mny-ais/AISProject,2607.0,False,0,
10541,156548714,marc,31278639,organization,openzeka/marc,2018-11-07 13:14,2020-09-18 18:25,deeplearning#deep-learning#autonomous-vehicles,C++,"['5640125', '46001918']",2,3,5,autonomous-car,https://github.com/openzeka/marc,4473.0,False,0,
10556,156696060,autonomous_driving,6785246,organization,Roboy/autonomous_driving,2018-11-08 11:22,2021-01-20 16:00,,Dockerfile,"['34374252', '44502666', '2010842', '435012']",4,4,2,autonomous-driving,https://github.com/Roboy/autonomous_driving,5075.0,False,0,
10624,157404601,autonomous_driving_src,6785246,organization,Roboy/autonomous_driving_src,2018-11-13 15:44,2020-02-19 13:50,,Python,"['34374252', '2010842', '44502666', '39447557', '435012']",5,2,2,autonomous-driving,https://github.com/Roboy/autonomous_driving_src,1053.0,False,0,
10709,158192825,stm32-service-node,36925825,organization,chalmersfsd/stm32-service-node,2018-11-19 9:11,2019-05-13 16:14,,C,"['37778975', '12510654']",2,0,0,driverless,https://github.com/chalmersfsd/stm32-service-node,5140.0,False,0,
10714,158311976,perpetual-db,16218681,organization,ucisharadlab/perpetual-db,2018-11-20 1:18,2020-06-12 20:47,,Java,"['8329703', '43223058', '12498487', '16218774', '16158770', '17220699', '32020422', '12837675', '11496267', '18589701', '41367284']",11,3,5,self-driving,https://github.com/ucisharadlab/perpetual-db,4200.0,False,0,
10811,159202296,lawn_tractor,18500762,organization,ros-agriculture/lawn_tractor,2018-11-26 16:49,2021-03-19 2:48,ros#robot#farming#agriculture#tractor#agtech#ros-lawn-tractor#simulator,CMake,"['1618918', '22486686', '4406802', '1090838', '1313341', '15256626']",6,46,22,self-driving,https://github.com/ros-agriculture/lawn_tractor,2576.0,False,8,
10870,159712923,AV_Algorithm,42299934,organization,BHS-AV/AV_Algorithm,2018-11-29 18:54,2020-03-04 16:02,,Python,"['11051434', '20584011']",2,0,0,self-driving,https://github.com/BHS-AV/AV_Algorithm,,False,0,
10883,159763278,Athena,45475625,organization,huanyuzx/Athena,2018-11-30 3:27,2018-12-04 8:42,,,"['34596974', '37469907']",2,0,0,self-driving,https://github.com/huanyuzx/Athena,322.0,False,0,
10914,160197379,DonkeyDrift,45563556,organization,Mavengers/DonkeyDrift,2018-12-03 13:43,2021-03-08 13:52,self-driving-car#raspberry-pi#tensorflow#donkeycar#car#python#vision#arduino#stm32#pid-control,Python,"['6893075', '6183623', '2182466']",3,15,2,self-driving,https://github.com/Mavengers/DonkeyDrift,1259.0,False,2,
10952,160469223,Autoware_Toolbox,2747893,organization,CPFL/Autoware_Toolbox,2018-12-05 6:05,2021-03-19 11:10,autoware#matlab#simulink#autonomous-vehicle#ros,MATLAB,"['45618587', '21302784', '2058500', '45618671', '45618513']",5,40,18,autonomous-vehicle,https://github.com/CPFL/Autoware_Toolbox,4286.0,False,1,
11041,161190262,BobOS,45699166,organization,MaineWestAV/BobOS,2018-12-10 14:49,2019-07-22 3:17,autonomous-vehicle#autonomous-vehicle-competition#line-follower,C++,"['6963409', '29026782']",2,0,0,autonomous-vehicle,https://github.com/MaineWestAV/BobOS,82.0,False,0,
11085,161564762,Autonomous-Luggage-Cart,15388397,organization,ese-519/Autonomous-Luggage-Cart,2018-12-13 1:06,2018-12-13 23:56,,Python,"['20876705', '43224044']",2,0,0,autonomous-car,https://github.com/ese-519/Autonomous-Luggage-Cart,134.0,False,0,
11118,162111570,project-hiba-ahmed,45326847,organization,DistributedSystems-Fall2018-NEDUET/project-hiba-ahmed,2018-12-17 10:11,2019-02-16 18:52,,,"['45917364', '45920644', '7066088']",3,0,0,autonomous-car,https://github.com/DistributedSystems-Fall2018-NEDUET/project-hiba-ahmed,1143.0,False,0,
11276,163514891,SDCNanodegreeCapstone,46244366,organization,TeamDoernbach/SDCNanodegreeCapstone,2018-12-29 13:52,2019-08-08 17:25,,Python,"['36566648', '1033193', '8289178', '6289523', '30299368', '14296202', '33489959', '1083865', '4316306', '169825', '4952237', '21979084', '7110796', '230117', '2186145', '4110995', '1727540', '8902657', '41077178']",19,5,3,self-driving,https://github.com/TeamDoernbach/SDCNanodegreeCapstone,2140.0,False,0,
11329,163888079,qbot,45902867,organization,LoisLab/qbot,2019-01-02 20:48,2019-02-07 18:00,,Python,"['4778510', '45902863', '46331229']",3,0,2,self-driving,https://github.com/LoisLab/qbot,2931.0,False,0,
11477,165079766,CAVPolicy,25746385,organization,dais-ita/CAVPolicy,2019-01-10 15:04,2019-04-12 13:09,cav#policies#gpm#autonomous-vehicles#levels-of-autonomy#generative-models,,"['5956283', '1323107']",2,0,2,autonomous-vehicle,https://github.com/dais-ita/CAVPolicy,9292.0,False,0,
11528,165536380,MGC-Project,36762610,organization,chorusmobility/MGC-Project,2019-01-13 17:54,2020-05-01 8:36,,Python,"['833019', '28032385', '786394']",3,1,0,autonomous-vehicle,https://github.com/chorusmobility/MGC-Project,4933.0,False,0,
11613,166165059,cwa-remediation-packages,7462319,organization,Symantec/cwa-remediation-packages,2019-01-17 5:20,2020-09-16 17:05,,C#,"['48235250', '44014943', '43872890', '43871593']",4,2,12,automated-driving,https://github.com/Symantec/cwa-remediation-packages,4388.0,False,2,
11674,166710321,autonomous_car_state_estimator,14948412,organization,purdue-arc/autonomous_car_state_estimator,2019-01-20 21:16,2019-03-03 14:04,,CMake,"['11795457', '35391741']",2,0,0,autonomous-car,https://github.com/purdue-arc/autonomous_car_state_estimator,,False,0,
11743,167196385,AutoMiny,42799251,organization,AutoMiny/AutoMiny,2019-01-23 14:26,2020-09-29 10:05,autonomous-vehicles#autonomous-car#autonomous-driving#robotics#ros,C++,"['1301738', '5347462', '19688319', '2929584', '14984984', '25799406', '24497482']",7,3,4,autonomous-car,https://github.com/AutoMiny/AutoMiny,113.0,False,0,
11830,168043221,Land-Team-Repository,47124753,organization,potato-chip-studios/Land-Team-Repository,2019-01-28 21:49,2019-04-05 18:33,,Python,"['33032585', '47143304', '47176105', '33927441', '47143585', '44004991', '47143474']",7,1,0,autonomous-vehicle,https://github.com/potato-chip-studios/Land-Team-Repository,2417.0,False,0,
11831,168043299,Boat-Team-Repository,47124753,organization,potato-chip-studios/Boat-Team-Repository,2019-01-28 21:49,2019-04-05 0:17,,Python,"['33927441', '33032585', '47143482', '47145948', '47145546', '47143294']",6,0,2,autonomous-vehicle,https://github.com/potato-chip-studios/Boat-Team-Repository,2158.0,False,0,
11842,168100164,GAAS,47132835,organization,generalized-intelligence/GAAS,2019-01-29 6:14,2021-03-24 3:42,drone#drones#autonomous-quadcoptor#autonomous#flying-car#aviation#flight-controller#flight#uav,C++,"['47133294', '26222197', '29941913', '7948057', '47133303', '25292130', '6976744', '8295365', '20561850', '8518239']",10,1379,356,autonomous-car,https://github.com/generalized-intelligence/GAAS,7840.0,False,35,
11974,169600530,model_notTrashCar,54365408,organization,hit-haui/model_notTrashCar,2019-02-07 16:12,2019-11-12 16:46,self-driving-car#end-to-end,Jupyter Notebook,"['38074499', '26834698']",2,3,1,driverless,https://github.com/hit-haui/model_notTrashCar,2341.0,False,0,
11985,169777711,lanefollowing,33056162,organization,lgsvl/lanefollowing,2019-02-08 18:08,2021-03-17 22:23,deep-learning#artificial-intelligence#convolutional-neural-networks#ai#autonomous-vehicles#autonomous-driving#simulator#ros#tensorflow#keras#cnn#rnn#recurrent-neural-networks#machine-learning#end-to-end-learning#end-to-end-machine-learning#behavioral-cloning,Jupyter Notebook,"['7874480', '1952894', '34173420']",3,32,15,autonomous-driving,https://github.com/lgsvl/lanefollowing,162.0,False,6,
11986,169762261,ugv_auto_drive,22779438,organization,BYU-AUVSI/ugv_auto_drive,2019-02-08 16:13,2020-04-15 18:09,,C++,"['46532704', '29437542', '55202333']",3,0,0,autonomous-drive,https://github.com/BYU-AUVSI/ugv_auto_drive,1031.0,False,0,
12071,170410523,ad-rss-lib,17888862,organization,intel/ad-rss-lib,2019-02-13 0:02,2021-03-19 12:57,autonomous-vehicles#safety#rss,C++,"['44812003', '26405660', '46815108', '8787915', '9805272', '13798102', '34248994', '14459688']",8,178,81,autonomous-vehicle,https://github.com/intel/ad-rss-lib,11028.0,False,2,
12083,170663351,core,44651304,organization,affinis-lab/core,2019-02-14 9:22,2019-11-22 13:26,carla-driving-simulator#python#autonomous-driving#autonomous-car#imitation-learning#deep-learning#keras#tensorflow,Python,"['29043871', '24938123', '28999412']",3,3,0,autonomous-car,https://github.com/affinis-lab/core,442.0,False,0,
12123,171052927,fsae_racecar_2020,15024509,organization,Pitt-RAS/fsae_racecar_2020,2019-02-16 21:16,2019-07-06 21:05,,CMake,"['9091135', '42897161', '18127273', '913400', '11686624']",5,2,2,autonomous-car,https://github.com/Pitt-RAS/fsae_racecar_2020,229.0,False,0,
12233,171984067,data-generator-notTrashCar,54365408,organization,hit-haui/data-generator-notTrashCar,2019-02-22 2:57,2019-11-03 15:38,data-generator#self-driving-car,Python,"['26834698', '34203267', '43235089']",3,2,0,driverless,https://github.com/hit-haui/data-generator-notTrashCar,2971.0,False,1,
12319,172853242,civic-tech-yvr-16,38900368,organization,CivicTechVancouver/civic-tech-yvr-16,2019-02-27 6:00,2020-02-26 13:22,,Ruby,"['10872136', '49699333', '619576']",3,0,0,autonomous-vehicle,https://github.com/CivicTechVancouver/civic-tech-yvr-16,77.0,False,1,
12390,173824617,cloud-derby,2810941,organization,GoogleCloudPlatform/cloud-derby,2019-03-04 21:30,2020-04-29 18:05,,Shell,"['3075391', '29712567', '1622265', '6844864', '10980668']",5,16,25,self-driving,https://github.com/GoogleCloudPlatform/cloud-derby,1001.0,False,4,
12460,174421805,video-codec-performance-for-autonomous-driving,2302008,organization,se-research/video-codec-performance-for-autonomous-driving,2019-03-07 21:19,2020-03-25 22:23,libvpx#openh264#libx264#libcluon#video-codec#comparison#docker-compose#autonomous-driving#kitti-dataset#opendlv,Python,"['22345900', '22051882', '2297162']",3,1,0,autonomous-driving,https://github.com/se-research/video-codec-performance-for-autonomous-driving,1515.0,False,0,
12551,175371302,DiRa,18389399,organization,fpt-corp/DiRa,2019-03-13 7:46,2021-03-19 10:00,,C++,"['16829132', '26092752', '40152512', '33469486', '48713510', '47492737', '33384701', '26834698', '28126767', '3537510']",10,26,46,driverless,https://github.com/fpt-corp/DiRa,2980.0,False,1,
12571,175659103,HKN-Bull,61985655,organization,MuNuChapterHKN/HKN-Bull,2019-03-14 16:25,2020-04-11 15:14,python,Python,"['11150066', '16577187', '25978327', '57985742']",4,0,0,self-driving,https://github.com/MuNuChapterHKN/HKN-Bull,269.0,False,1,
12592,175756690,car_controller_notTrashCar,54365408,organization,hit-haui/car_controller_notTrashCar,2019-03-15 5:47,2019-11-03 15:40,,C++,"['26834698', '28126767', '24909880', '43235089']",4,2,0,driverless,https://github.com/hit-haui/car_controller_notTrashCar,138.0,False,0,
12614,176028216,selfie_carolocup2020,44262465,organization,KNR-Selfie/selfie_carolocup2020,2019-03-16 21:45,2020-09-20 15:56,,C++,"['28540485', '30436081', '45544416', '26739110']",4,7,2,autonomous-car,https://github.com/KNR-Selfie/selfie_carolocup2020,1336.0,False,3,
12644,176379398,Bowser,9906278,organization,RoboticsClubatUCF/Bowser,2019-03-18 22:28,2021-03-04 23:15,,Makefile,"['12736509', '31574926', '38572582', '9113097', '27031418', '46464908']",6,6,4,autonomous-vehicle,https://github.com/RoboticsClubatUCF/Bowser,101.0,False,9,
12707,177076302,raceon,48818410,organization,usc-a-team/raceon,2019-03-22 5:22,2020-01-12 18:48,,Jupyter Notebook,"['12663455', '32302867']",2,1,0,self-driving,https://github.com/usc-a-team/raceon,,False,0,
12816,178098194,autonomous_car_misc,14948412,organization,purdue-arc/autonomous_car_misc,2019-03-28 0:53,2019-04-14 23:39,,C++,"['15149822', '27534402']",2,0,0,autonomous-car,https://github.com/purdue-arc/autonomous_car_misc,527.0,False,3,
12873,178910854,stingray,22639421,organization,hidronautics/stingray,2019-04-01 17:14,2020-10-27 13:13,,CMake,"['10324030', '17108444', '44113300', '46298358', '28193421']",5,2,0,autonomous-vehicle,https://github.com/hidronautics/stingray,588.0,False,3,
12880,179010878,The-Complete-Self-Driving-Car-Course---Applied-Deep-Learning,10974906,organization,PacktPublishing/The-Complete-Self-Driving-Car-Course---Applied-Deep-Learning,2019-04-02 6:13,2021-01-18 12:06,,Python,"['62882280', '44016603', '35103806']",3,7,8,self-driving,https://github.com/PacktPublishing/The-Complete-Self-Driving-Car-Course---Applied-Deep-Learning,164.0,False,0,
12897,179262358,Brno-Urban-Dataset,55587072,organization,Robotics-BUT/Brno-Urban-Dataset,2019-04-03 10:00,2021-03-26 11:21,,,"['11909884', '49231256']",2,66,6,self-driving,https://github.com/Robotics-BUT/Brno-Urban-Dataset,7485.0,False,0,
12916,179329237,Vortex-Simulator,10845966,organization,vortexntnu/Vortex-Simulator,2019-04-03 16:30,2021-02-11 15:18,manta#gazebo#auv#ros#autonomous-robots#autonomous#robots#robosub#uuv-simulation#uuv-simulator#unity#unreal#ros2#vortex-auv#doppler-velocity-log#sonar#underwater-robotics,C++,"['25263842', '59376885', '48532094', '32652118', '47692941', '55198561', '39340152', '56306412', '17593356', '43063339']",10,4,3,autonomous-vehicle,https://github.com/vortexntnu/Vortex-Simulator,10959.0,False,14,
12918,179277094,bark,49236292,organization,bark-simulator/bark,2019-04-03 11:36,2021-03-25 8:34,benchmark#autonomous-driving#research#multi-agent#self-driving-car#bark-simulator#bark#simulation,C++,"['2854215', '10078680', '49236264', '33319066', '22342030', '49236400', '10983181', '18612662', '49699333', '7493180', '4151945', '23704769']",12,81,35,autonomous-driving,https://github.com/bark-simulator/bark,4564.0,False,11,
13008,180070507,DL4AGX,1728152,organization,NVIDIA/DL4AGX,2019-04-08 4:36,2021-03-01 10:16,deep-learning#embedded#autonomous-driving#computer-vision#cuda#drive-agx,C++,"['1790613', '14961916', '28650010']",3,61,19,autonomous-driving,https://github.com/NVIDIA/DL4AGX,4695.0,False,9,
13052,180782176,Nexar-Visual-Localization,10600696,organization,getnexar/Nexar-Visual-Localization,2019-04-11 11:56,2020-08-24 12:49,cvpr2019#self-driving-car#autonomous-driving#benchmark#localization#vehicle-position#large-scale#real-time,,"['34005034', '22277366', '36155957', '50673670']",4,11,4,autonomous-driving,https://github.com/getnexar/Nexar-Visual-Localization,1561.0,False,1,
13433,185474091,self-driving-desktop,20505546,organization,hofstadter-io/self-driving-desktop,2019-05-07 20:34,2021-02-24 6:45,desktop-automation#python#pyautogui#lark-parser#domain-specific-language#keyboard-automation#mouse-movement#recording,Python,"['1390600', '1494216', '538235']",3,536,25,self-driving,https://github.com/hofstadter-io/self-driving-desktop,4292.0,False,5,
13443,185477900,auto_racer,30241570,organization,AutonomousCarProject/auto_racer,2019-05-07 21:04,2019-08-07 20:19,,Java,"['3460531', '33429380', '26449808', '21013236', '22804745', '39445649', '34255244', '41588148', '12127178', '29594993', '41588104', '12126564', '20691443', '29006157', '38889280', '32725383', '25251490', '5634407', '39445692', '24551877', '12127060', '33011062']",22,1,3,autonomous-car,https://github.com/AutonomousCarProject/auto_racer,2494.0,False,0,
13483,185969878,self-driving-car,47298991,organization,fcsiba/self-driving-car,2019-05-10 10:34,2019-12-21 23:25,,Python,"['50497089', '55578600', '50503342', '47298540']",4,0,0,self-driving,https://github.com/fcsiba/self-driving-car,1003.0,False,0,
13489,186015848,auv,50495024,organization,enbarr/auv,2019-05-10 15:55,2021-03-10 0:17,,Python,"['22696436', '43441948', '10052309']",3,1,1,autonomous-vehicle,https://github.com/enbarr/auv,19076.0,False,0,
13580,186720045,Self-Driving-Operations---vSphere-Security-Guide---Virtual-Machines---vRO-MP-3.0,12194195,organization,vmwarecode/Self-Driving-Operations---vSphere-Security-Guide---Virtual-Machines---vRO-MP-3.0,2019-05-15 0:25,2020-03-27 17:39,,,"['38688380', '32209271']",2,0,0,self-driving,https://github.com/vmwarecode/Self-Driving-Operations---vSphere-Security-Guide---Virtual-Machines---vRO-MP-3.0,,False,0,
13619,187255297,neurolution,13320477,organization,Hedronium/neurolution,2019-05-17 17:18,2019-08-03 6:43,,TypeScript,"['1883545', '24718055']",2,0,0,self-driving,https://github.com/Hedronium/neurolution,10553.0,False,0,
13690,188091116,autonomous_driving_v2,6785246,organization,Roboy/autonomous_driving_v2,2019-05-22 18:15,2020-10-25 15:54,,Dockerfile,"['50291071', '41923255', '435012', '15858520', '50248836']",5,4,0,autonomous-driving,https://github.com/Roboy/autonomous_driving_v2,2188.0,False,0,
13716,188381828,apollo-documentation,50983660,organization,nap-lab/apollo-documentation,2019-05-24 8:17,2019-12-04 10:50,,,"['10548899', '908424']",2,1,1,autonomous-vehicle,https://github.com/nap-lab/apollo-documentation,366.0,False,0,
13767,189002166,Autonomous-Cars-Deep-Learning-and-Computer-Vision-in-Python,10974906,organization,PacktPublishing/Autonomous-Cars-Deep-Learning-and-Computer-Vision-in-Python,2019-05-28 9:56,2021-01-20 9:20,,,"['62882280', '35103806']",2,0,2,autonomous-car,https://github.com/PacktPublishing/Autonomous-Cars-Deep-Learning-and-Computer-Vision-in-Python,163.0,False,0,
13772,189250464,issoft-insights-2019-sdc-carla-ros,10275989,organization,coherentsolutionsinc/issoft-insights-2019-sdc-carla-ros,2019-05-29 15:17,2020-01-27 10:48,worhshop#ros#carla#windows,Python,"['36962980', '51441929', '11817252']",3,6,1,self-driving,https://github.com/coherentsolutionsinc/issoft-insights-2019-sdc-carla-ros,5277.0,False,0,
13805,189471434,AVFI,7927912,organization,CSLDepend/AVFI,2019-05-30 19:34,2021-03-22 11:24,,Python,"['4934673', '732178', '24703786', '8037948', '2862398']",5,4,2,autonomous-vehicle,https://github.com/CSLDepend/AVFI,3865.0,False,0,
13833,189684840,catvehicle,49299548,organization,jmscslgroup/catvehicle,2019-06-01 3:15,2021-03-24 6:32,autonomous-vehicles#autonomous-driving#autonomous#autonomous-car#autonomous-cars#self-driving-car#self-driving-cars#catvehicle#ros#ros-melodic#gazebo,Python,"['8680176', '25829118', '12737909', '10893437', '35984199']",5,14,8,autonomous-car,https://github.com/jmscslgroup/catvehicle,5881.0,False,1,
13854,189982812,ecal,39407307,organization,continental/ecal,2019-06-03 10:16,2021-03-26 7:44,publish-subscribe#client-server#google-protobuf#shared-memory#autonomous-driving#interprocess-communication#ecal#middleware#message-protocol#ipc,C++,"['11774314', '49162693', '18017098', '50989282', '49187426', '162319', '13668697', '4550046', '19624734', '25591355', '51373594', '49699333']",12,295,49,autonomous-driving,https://github.com/continental/ecal,5472.0,False,8,
13858,190252594,pylot,44586405,organization,erdos-project/pylot,2019-06-04 17:54,2021-03-26 2:05,autonomous-vehicles#autonomous-driving#carla#perception#planning#prediction#control#machine-learning#traffic-light-detection#carla-simulator#obstacle-tracking#lane-detection,Python,"['433340', '4013287', '55596368', '8240423', '16841317', '27945836', '8991398', '14067561', '33563242', '40371641']",10,106,29,autonomous-vehicle,https://github.com/erdos-project/pylot,10965.0,False,14,
13862,190190440,autonomous-driving,24293808,organization,argos-research/autonomous-driving,2019-06-04 11:45,2021-01-12 6:25,,C++,"['8360698', '16103221', '18420522']",3,1,2,autonomous-driving,https://github.com/argos-research/autonomous-driving,4747.0,False,0,
13864,190469769,our-self-driving-cars.github.io,51395207,organization,our-self-driving-cars/our-self-driving-cars.github.io,2019-06-05 21:15,2019-08-25 13:34,,Ruby,"['8021479', '31065684']",2,0,0,self-driving,https://github.com/our-self-driving-cars/our-self-driving-cars.github.io,86.0,False,1,
13867,190454506,RobonAUT2019_AUTopilot,51420267,organization,autopilot-robonaut/RobonAUT2019_AUTopilot,2019-06-05 19:16,2019-06-10 11:31,,C,"['24302882', '24303103']",2,0,1,autonomous-car,https://github.com/autopilot-robonaut/RobonAUT2019_AUTopilot,1022.0,False,0,
13970,191796209,waymo-open-dataset,49494974,organization,waymo-research/waymo-open-dataset,2019-06-13 16:17,2021-03-25 22:42,autonomous-driving#dataset,C++,"['18294241', '16010828', '5219726', '10603265', '11874372', '15057329', '17484225', '23076515', '13609397', '57096775', '13052748']",11,1241,262,autonomous-driving,https://github.com/waymo-research/waymo-open-dataset,4719.0,False,74,
14018,192550297,robust-detection-benchmark,7590370,organization,bethgelab/robust-detection-benchmark,2019-06-18 13:54,2021-03-18 12:11,object-detection#robustness#autonomous-driving#cityscapes#pascal-voc#ms-coco#distortions#corruptions#game-of-thrones,Jupyter Notebook,"['23079422', '25478432', '34031285', '11650559']",4,128,21,autonomous-driving,https://github.com/bethgelab/robust-detection-benchmark,4524.0,False,2,
14020,192694079,AutomanTools,33653891,organization,tier4/AutomanTools,2019-06-19 8:45,2021-01-05 8:07,,JavaScript,"['39268318', '5214321', '7235851', '4434911', '49699333', '48111852', '24401842', '16977736', '13210107']",9,43,18,self-driving,https://github.com/tier4/AutomanTools,728.0,False,27,
14158,194188329,ALUAD,18019456,organization,fixstars/ALUAD,2019-06-28 1:51,2019-12-05 20:52,,Jupyter Notebook,"['64802305', '273996']",2,2,1,autonomous-driving,https://github.com/fixstars/ALUAD,6350.0,False,0,
14219,195047789,project-ai-rc-car,47454195,organization,Search4Solutions/project-ai-rc-car,2019-07-03 12:19,2020-10-20 10:59,,PHP,"['16082925', '16072932']",2,0,0,self-driving,https://github.com/Search4Solutions/project-ai-rc-car,720.0,False,0,
14490,198621178,lidar-bonnetal,23656320,organization,PRBonn/lidar-bonnetal,2019-07-24 11:22,2021-03-26 13:42,lidar#deep-learning#ptcl#segmentation#dataset#semantic,Python,"['18667639', '11506664']",2,469,117,autonomous-driving,https://github.com/PRBonn/lidar-bonnetal,6147.0,False,8,
14580,199738259,f110_gym,16375120,organization,mlab-upenn/f110_gym,2019-07-30 22:46,2020-07-24 1:00,,Python,"['20353925', '12801760']",2,3,1,autonomous-car,https://github.com/mlab-upenn/f110_gym,486.0,False,2,
14581,199629949,Aircap_Pose_Estimator,53450431,organization,robot-perception-group/Aircap_Pose_Estimator,2019-07-30 10:29,2020-10-28 9:32,motion-capture#aerial-robotics#aircap-pose-estimator-demo,Python,"['18428565', '2051390']",2,18,2,autonomous-vehicle,https://github.com/robot-perception-group/Aircap_Pose_Estimator,1493.0,False,1,
14627,200412295,track,48068964,organization,markku-ai/track,2019-08-03 19:13,2020-04-27 18:33,,,"['3482287', '6438345']",2,5,2,autonomous-vehicle,https://github.com/markku-ai/track,1178.0,False,0,
